open_time,open,high,low,close,volume
2026-02-03 19:00:00,1.0007,1.001,1.0007,1.0009,159940976.0
2026-02-03 20:00:00,1.001,1.001,1.0008,1.0009,89913411.0
2026-02-03 21:00:00,1.0008,1.001,1.0008,1.001,63523273.0
2026-02-03 22:00:00,1.0009,1.0012,1.0009,1.0011,79455730.0
2026-02-03 23:00:00,1.0011,1.0013,1.001,1.0012,145737903.0
2026-02-04 00:00:00,1.0012,1.0013,1.001,1.0012,57340087.0
2026-02-04 01:00:00,1.0011,1.0012,1.0011,1.0011,43261622.0
2026-02-04 02:00:00,1.0011,1.0012,1.001,1.0011,57279982.0
2026-02-04 03:00:00,1.0011,1.0012,1.001,1.0011,37628101.0
2026-02-04 04:00:00,1.0011,1.0011,1.001,1.001,35679112.0
2026-02-04 05:00:00,1.0011,1.0011,1.001,1.001,36996104.0
2026-02-04 06:00:00,1.0011,1.0011,1.001,1.0011,32593603.0
2026-02-04 07:00:00,1.001,1.0011,1.001,1.001,35355962.0
2026-02-04 08:00:00,1.001,1.0011,1.0009,1.001,103610015.0
2026-02-04 09:00:00,1.0011,1.0012,1.001,1.0012,121575307.0
2026-02-04 10:00:00,1.0012,1.0012,1.0011,1.0011,31862626.0
2026-02-04 11:00:00,1.0011,1.0012,1.0011,1.0012,75386192.0
2026-02-04 12:00:00,1.0011,1.0013,1.0011,1.0012,91433338.0
2026-02-04 13:00:00,1.0013,1.0013,1.0011,1.0012,98512260.0
2026-02-04 14:00:00,1.0012,1.0013,1.0011,1.0011,92941923.0
2026-02-04 15:00:00,1.0012,1.0014,1.0011,1.0012,174166850.0
2026-02-04 16:00:00,1.0012,1.0017,1.0012,1.0014,159633867.0
2026-02-04 17:00:00,1.0014,1.0019,1.0013,1.0019,157742384.0
2026-02-04 18:00:00,1.0018,1.0021,1.0013,1.0018,303282470.0
2026-02-04 19:00:00,1.0017,1.002,1.0016,1.0018,111683406.0
2026-02-04 20:00:00,1.0018,1.0018,1.0016,1.0018,58541864.0
2026-02-04 21:00:00,1.0017,1.002,1.0016,1.0019,79205196.0
