symbol,total_return,max_drawdown_pct,sharpe_ratio,win_rate,profit_factor,total_trades,total_pnl
币安人生USDT,0.5730667974968703,0.23479604832328557,0.4059343345565404,0.3333333333333333,2.234590459964077,27,5730.667974968703
ORDIUSDT,0.5373204526374972,0.3143509417340718,0.3996897619798091,0.39473684210526316,2.417121022690027,38,5373.2045263749715
ALLOUSDT,0.26515778640293125,0.1544587003193132,0.3428597549242336,0.38,1.680104146075044,50,2651.5778640293124
DEXEUSDT,0.24937276538649675,0.0991584192046748,0.4376785939138601,0.475,2.674345148436439,40,2493.7276538649676
STOUSDT,0.20146952462544354,0.3531415822954108,0.2117736397785266,0.4782608695652174,1.2253002340287518,46,2014.6952462544355
GUNUSDT,0.19028344909836245,0.22499590372670475,0.198978738782623,0.46296296296296297,1.2937550847367747,54,1902.8344909836244
JSTUSDT,0.10145441234975247,0.08530937519862389,0.23058452390411188,0.4318181818181818,1.614545120207771,44,1014.5441234975247
SENTUSDT,0.06716612032825264,0.1788239378775225,0.09669521585912104,0.4230769230769231,1.210599533788984,52,671.6612032825265
BIOUSDT,0.060546204891778053,0.22824924967911867,0.09712779247438419,0.391304347826087,1.1541869209622677,46,605.4620489177805
XPLUSDT,0.06009405957048312,0.13737507505048047,0.09777628938172181,0.358974358974359,1.1439390089969061,39,600.9405957048311
PROMUSDT,0.057210866945393096,0.18843905845736073,0.09791470988749897,0.4318181818181818,1.2455112863370525,44,572.1086694539309
TAOUSDT,0.05399297768937964,0.10427760092829885,0.10119323199390307,0.47619047619047616,1.2592373876344904,42,539.9297768937964
ASTERUSDT,0.04945352698321322,0.09276511566502396,0.14602784185816833,0.36666666666666664,1.4242411497785765,30,494.5352698321322
TONUSDT,0.043922185761392896,0.05806039609106839,0.0925233218852789,0.375,1.373233134834535,40,439.22185761392893
NEARUSDT,0.04316430573951319,0.12471436699176922,0.07981759379526067,0.35714285714285715,1.189789252917877,42,431.64305739513185
ETHUSDT,0.03773741838776938,0.07733921350764383,0.09372670631602897,0.41935483870967744,1.3348803729277223,31,377.3741838776938
ZAMAUSDT,0.03753979080832823,0.1120822578487421,0.06701926712735674,0.47619047619047616,1.1283114841432709,42,375.3979080832823
ENJUSDT,0.02250790582719889,0.22407957497226008,0.05229078287785713,0.4772727272727273,1.0978602526660468,44,225.0790582719889
PAXGUSDT,0.020743781082967178,0.058754133533641804,0.04533103578535365,0.32142857142857145,1.2181935136681983,28,207.43781082967178
XAUTUSDT,0.00631142796571444,0.01984861206114043,-0.0015692558329777001,0.3076923076923077,1.3532587267777194,13,63.1142796571444
