symbol,timeframe,factor,ic,ir,abs_ic,ic_win
ETHUSDT,1d,obv_slope,-0.13621421313729007,-0.30368403328445853,0.13621421313729007,0.9704142011834319
BNBUSDT,5min,volatility,-3.4049240440013133e-05,-7.235812745967202e-05,3.4049240440013133e-05,0.9683734939759037
BNBUSDT,5min,atr_ratio,0.13536707056307912,0.3009006982694922,0.13536707056307912,0.9746646795827124
BNBUSDT,5min,rsi,-0.43344339167743645,-1.218727714688768,0.43344339167743645,0.9780380673499268
BNBUSDT,5min,volume_ratio,0.011182124896556114,0.09753583375152279,0.011182124896556114,0.8682284040995608
BNBUSDT,5min,price_momentum,-0.3312427972760607,-0.7427944525839923,0.3312427972760607,0.9864457831325302
BNBUSDT,5min,bollinger_position,-0.4123450693825717,-1.0970788612103783,0.4123450693825717,0.9804511278195489
BNBUSDT,5min,obv_slope,-0.007861445783132507,-0.015206362288518491,0.007861445783132507,0.9789156626506024
BNBUSDT,15min,volatility,0.0004050304332259201,0.0009378440329837966,0.0004050304332259201,0.9657738095238095
BNBUSDT,15min,atr_ratio,0.10289789274364113,0.23160339304905664,0.10289789274364113,0.9823269513991163
BNBUSDT,15min,rsi,-0.4972743000772553,-1.5639502140396764,0.4972743000772553,0.9898697539797395
BNBUSDT,15min,volume_ratio,-0.04747179090998117,-0.30973853861291895,0.04747179090998117,0.9175108538350217
BNBUSDT,15min,price_momentum,-0.42714822771213745,-1.210841379549887,0.42714822771213745,0.9851190476190477
BNBUSDT,15min,bollinger_position,-0.4395010756268217,-1.274960013526734,0.4395010756268217,0.9777117384843982
BNBUSDT,15min,obv_slope,-0.15238990332975294,-0.342031262412553,0.15238990332975294,0.9642857142857143
BNBUSDT,30min,volatility,-0.044052768166089974,-0.09949031611418924,0.044052768166089974,0.9794117647058823
BNBUSDT,30min,atr_ratio,0.16420926449182294,0.37005589317304416,0.16420926449182294,0.9679767103347889
BNBUSDT,30min,rsi,-0.3914018685930075,-1.4947559069728147,0.3914018685930075,0.9899856938483548
BNBUSDT,30min,volume_ratio,0.0321173104434907,0.1804965542534423,0.0321173104434907,0.9256080114449213
BNBUSDT,30min,price_momentum,-0.3280233564013841,-0.9236162285865872,0.3280233564013841,0.9705882352941176
BNBUSDT,30min,bollinger_position,-0.3513852088847333,-1.2614288154174342,0.3513852088847333,0.9838472834067548
BNBUSDT,30min,obv_slope,-0.005341695501730104,-0.012597795517769506,0.005341695501730104,0.975
BNBUSDT,1h,volatility,-0.007811793093047808,-0.020218078891961252,0.007811793093047808,0.9656160458452722
BNBUSDT,1h,atr_ratio,0.13725046758021212,0.37215521671227175,0.13725046758021212,0.9743406985032074
BNBUSDT,1h,rsi,-0.3730811126756821,-1.2788208401219365,0.3730811126756821,0.9809187279151943
BNBUSDT,1h,volume_ratio,0.004841786444910863,0.03188513241198112,0.004841786444910863,0.8946996466431095
BNBUSDT,1h,price_momentum,-0.3421623543098434,-1.0588634276715374,0.3421623543098434,0.9806590257879656
BNBUSDT,1h,bollinger_position,-0.30800640388513956,-0.9061550938608602,0.30800640388513956,0.972083035075161
BNBUSDT,1h,obv_slope,0.2808044466467027,0.8257938723324691,0.2808044466467027,0.9799426934097422
BNBUSDT,4h,volatility,-0.0033624351109013653,-0.007280637958016541,0.0033624351109013653,0.973100519112789
BNBUSDT,4h,atr_ratio,0.19415905120279528,0.4292214897065424,0.19415905120279528,0.9788334901222954
BNBUSDT,4h,rsi,-0.469186823466524,-1.3657035694744109,0.469186823466524,0.990645463049579
BNBUSDT,4h,volume_ratio,0.009488173192569822,0.04869812285083527,0.009488173192569822,0.9083255378858747
BNBUSDT,4h,price_momentum,-0.3947296568462212,-1.0030565551086137,0.3947296568462212,0.9773478055686645
BNBUSDT,4h,bollinger_position,-0.4304228406187269,-1.1133414507467645,0.4304228406187269,0.9853773584905661
BNBUSDT,4h,obv_slope,-0.15983111980044493,-0.3388885999396657,0.15983111980044493,0.9721566776781501
BNBUSDT,1d,volatility,-0.047181877951108724,-0.10500271975778523,0.047181877951108724,0.9664694280078896
BNBUSDT,1d,atr_ratio,0.28145265888456544,0.6673582280142778,0.28145265888456544,0.9630350194552529
BNBUSDT,1d,rsi,-0.4967757764733638,-1.6528441317565243,0.4967757764733638,0.9885931558935361
BNBUSDT,1d,volume_ratio,0.0179513768867381,0.06303247128334623,0.0179513768867381,0.9467680608365019
BNBUSDT,1d,price_momentum,-0.3965931504393042,-1.0571894637094752,0.3965931504393042,0.9704142011834319
BNBUSDT,1d,bollinger_position,-0.4824013059739434,-1.481599205924938,0.4824013059739434,0.984251968503937
BNBUSDT,1d,obv_slope,0.20877413185105492,0.5366267314699232,0.20877413185105492,0.9644970414201184
SOLUSDT,5min,volatility,-0.09665269774751178,-0.2019741262834266,0.09665269774751178,0.9774096385542169
SOLUSDT,5min,atr_ratio,-0.03627421758569299,-0.08435961534350364,0.03627421758569299,0.9567809239940388
SOLUSDT,5min,rsi,-0.4326204230873307,-1.336525768905181,0.4326204230873307,0.9838945827232797
SOLUSDT,5min,volume_ratio,0.00886370870201795,0.06707246405031143,0.00886370870201795,0.8814055636896047
SOLUSDT,5min,price_momentum,-0.4638383970665269,-1.3166165326726995,0.4638383970665269,0.9939759036144579
SOLUSDT,5min,bollinger_position,-0.4242659099588105,-1.2471393144638918,0.4242659099588105,0.9744360902255639
SOLUSDT,5min,obv_slope,0.2642954426401257,0.6946819254067556,0.2642954426401257,0.9759036144578314
SOLUSDT,15min,volatility,0.025606426781238804,0.05392352664955198,0.025606426781238804,0.9747023809523809
SOLUSDT,15min,atr_ratio,0.1209585081998073,0.23873074826458698,0.1209585081998073,0.9852724594992637
SOLUSDT,15min,rsi,-0.41550463402764565,-1.1937088062906984,0.41550463402764565,0.9826338639652678
SOLUSDT,15min,volume_ratio,-0.00874182562049117,-0.06987440607886178,0.00874182562049117,0.8683068017366136
