factor,avg_ic,avg_abs_ic,avg_ir,ic_positive_pct
volatility,-0.06142958448558377,0.08147503855594308,0.0,44.44444444444444
atr_ratio,-0.060439600904224434,0.07097593206114575,0.0,44.44444444444444
obv_slope,-0.0029763130725726384,0.036583242014756545,0.0,27.77777777777778
volume_ma_ratio,-0.026220417461687198,0.0362889914201552,0.0,27.77777777777778
price_momentum,0.006962586808505735,0.03572820106599479,0.0,22.22222222222222
bollinger_position,0.0052212833274282965,0.033127103574347005,0.0,33.33333333333333
volume_ratio,-0.02496507398874284,0.02826323357827046,0.0,16.666666666666664
kdj_j,-0.010506374871353634,0.023371896788878757,0.0,27.77777777777778
rsi,0.0013641092185516983,0.02216254542307643,0.0,22.22222222222222
