symbol,timeframe,factor,forward_period,ic,ic_std,ir,abs_ic
ETHUSDT,30min,rsi,8,0.03717784300038098,,0.0,0.03717784300038098
ETHUSDT,30min,kdj_j,2,0.008791085246711877,,0.0,0.008791085246711877
ETHUSDT,30min,kdj_j,4,0.023309739008580372,,0.0,0.023309739008580372
ETHUSDT,30min,kdj_j,8,0.04162713161865257,,0.0,0.04162713161865257
ETHUSDT,30min,bollinger_position,2,0.015005732376712528,,0.0,0.015005732376712528
ETHUSDT,30min,bollinger_position,4,0.028186470015050032,,0.0,0.028186470015050032
ETHUSDT,30min,bollinger_position,8,0.03566729434642287,,0.0,0.03566729434642287
ETHUSDT,30min,obv_slope,2,0.0055284283947907185,,0.0,0.0055284283947907185
ETHUSDT,30min,obv_slope,4,0.01860476605311396,,0.0,0.01860476605311396
ETHUSDT,30min,obv_slope,8,0.026862558216937046,,0.0,0.026862558216937046
ETHUSDT,1h,volume_ratio,1,0.0041725405605514765,,0.0,0.0041725405605514765
ETHUSDT,1h,volume_ratio,4,0.008264626317572344,,0.0,0.008264626317572344
ETHUSDT,1h,volume_ratio,24,0.00025218129452168496,,0.0,0.00025218129452168496
ETHUSDT,1h,volume_ma_ratio,1,-0.0016355478440422486,,0.0,0.0016355478440422486
ETHUSDT,1h,volume_ma_ratio,4,0.0068912533468723025,,0.0,0.0068912533468723025
ETHUSDT,1h,volume_ma_ratio,24,0.01746989542548593,,0.0,0.01746989542548593
ETHUSDT,1h,price_momentum,1,-0.014044254680937774,,0.0,0.014044254680937774
ETHUSDT,1h,price_momentum,4,-0.013881893002782544,,0.0,0.013881893002782544
ETHUSDT,1h,price_momentum,24,0.02121351347693659,,0.0,0.02121351347693659
ETHUSDT,1h,volatility,1,-0.003863660042558477,,0.0,0.003863660042558477
ETHUSDT,1h,volatility,4,0.013786169948827158,,0.0,0.013786169948827158
ETHUSDT,1h,volatility,24,-0.03210208665261732,,0.0,0.03210208665261732
ETHUSDT,1h,atr_ratio,1,-0.008529395822009412,,0.0,0.008529395822009412
ETHUSDT,1h,atr_ratio,4,-0.002764933708350767,,0.0,0.002764933708350767
ETHUSDT,1h,atr_ratio,24,-0.11300038625455681,,0.0,0.11300038625455681
ETHUSDT,1h,rsi,1,-0.0007775059618803618,,0.0,0.0007775059618803618
ETHUSDT,1h,rsi,4,-0.002739960779593206,,0.0,0.002739960779593206
ETHUSDT,1h,rsi,24,0.00793286901016866,,0.0,0.00793286901016866
ETHUSDT,1h,kdj_j,1,-0.004451214310187273,,0.0,0.004451214310187273
ETHUSDT,1h,kdj_j,4,-0.0005118823841107488,,0.0,0.0005118823841107488
ETHUSDT,1h,kdj_j,24,-0.008371880716371662,,0.0,0.008371880716371662
ETHUSDT,1h,bollinger_position,1,0.0017075369878523778,,0.0,0.0017075369878523778
ETHUSDT,1h,bollinger_position,4,0.006293753366455602,,0.0,0.006293753366455602
ETHUSDT,1h,bollinger_position,24,0.010243028118570448,,0.0,0.010243028118570448
ETHUSDT,1h,obv_slope,1,-0.019615353447208356,,0.0,0.019615353447208356
ETHUSDT,1h,obv_slope,4,-0.003960505494658938,,0.0,0.003960505494658938
ETHUSDT,1h,obv_slope,24,0.08172058079028864,,0.0,0.08172058079028864
ETHUSDT,4h,volume_ratio,1,-0.026845858165189907,,0.0,0.026845858165189907
ETHUSDT,4h,volume_ratio,6,-0.009085576263317824,,0.0,0.009085576263317824
ETHUSDT,4h,volume_ratio,24,-0.00907935230568248,,0.0,0.00907935230568248
ETHUSDT,4h,volume_ma_ratio,1,-0.035215224680792225,,0.0,0.035215224680792225
ETHUSDT,4h,volume_ma_ratio,6,-0.027788286084025258,,0.0,0.027788286084025258
ETHUSDT,4h,volume_ma_ratio,24,-0.0773224656919363,,0.0,0.0773224656919363
ETHUSDT,4h,price_momentum,1,-0.001006109965647538,,0.0,0.001006109965647538
ETHUSDT,4h,price_momentum,6,0.02215152806524894,,0.0,0.02215152806524894
ETHUSDT,4h,price_momentum,24,-0.18914965845906329,,0.0,0.18914965845906329
ETHUSDT,4h,volatility,1,-0.06060711667648085,,0.0,0.06060711667648085
ETHUSDT,4h,volatility,6,-0.18774640503642848,,0.0,0.18774640503642848
ETHUSDT,4h,volatility,24,-0.34965649222805056,,0.0,0.34965649222805056
ETHUSDT,4h,atr_ratio,1,-0.04719491819786911,,0.0,0.04719491819786911
ETHUSDT,4h,atr_ratio,6,-0.18914766372903905,,0.0,0.18914766372903905
ETHUSDT,4h,atr_ratio,24,-0.3153186741814339,,0.0,0.3153186741814339
ETHUSDT,4h,rsi,1,0.004970333546805775,,0.0,0.004970333546805775
ETHUSDT,4h,rsi,6,0.058335146845337096,,0.0,0.058335146845337096
ETHUSDT,4h,rsi,24,-0.09185760986353649,,0.0,0.09185760986353649
ETHUSDT,4h,kdj_j,1,-0.03151725600308591,,0.0,0.03151725600308591
ETHUSDT,4h,kdj_j,6,0.028667996414205074,,0.0,0.028667996414205074
ETHUSDT,4h,kdj_j,24,-0.0005838529736900839,,0.0,0.0005838529736900839
ETHUSDT,4h,bollinger_position,1,-0.0006822294031315281,,0.0,0.0006822294031315281
ETHUSDT,4h,bollinger_position,6,0.07948909591873468,,0.0,0.07948909591873468
ETHUSDT,4h,bollinger_position,24,-0.08301789903233094,,0.0,0.08301789903233094
ETHUSDT,4h,obv_slope,1,0.02508090253754994,,0.0,0.02508090253754994
ETHUSDT,4h,obv_slope,6,-0.01278852881261873,,0.0,0.01278852881261873
