symbol,total_return,max_drawdown_pct,sharpe_ratio,win_rate,profit_factor,total_trades,total_pnl
ZKPUSDT,0.15585877809782311,0.10689744124034117,0.23414022004337992,0.5555555555555556,2.623258216544316,9,1558.5877809782312
YBUSDT,0.15400122278837838,0.055692127485210956,0.32167436429792284,0.5,2.4667090577077073,12,1540.012227883784
NMRUSDT,0.1323062149020416,0.030568635873318983,0.568716590018572,0.8,4.572387698199074,10,1323.0621490204162
OPENUSDT,0.11842082693277302,0.029024289947026445,0.5394167328940683,0.9,7.246803110556777,10,1184.2082693277302
ONTUSDT,0.1044375848186147,0.16629294748850368,0.17439171518241295,0.42105263157894735,1.3947202110633519,19,1044.375848186147
TRUUSDT,0.09690830292598782,0.22232950914679367,0.1317380396956592,0.44680851063829785,1.2443599668541228,47,969.0830292598781
BREVUSDT,0.08675650776815616,0.04287620597730541,0.32666116284308994,0.8888888888888888,5.139284224840007,9,867.5650776815615
SOLVUSDT,0.0744173805333375,0.04071951473634216,0.32753778620443563,0.5,2.9329290631402234,4,744.1738053333751
CTSIUSDT,0.0730960061137051,0.06790834809924773,0.18604889919450449,0.6666666666666666,1.6722158830967742,12,730.9600611370511
DENTUSDT,0.06577911461784496,0.2674590601871771,0.10599007788475631,0.46153846153846156,1.1587529315647842,26,657.7911461784496
PNUTUSDT,0.061666539514024205,0.0439108032391408,0.1690887310023634,0.42857142857142855,1.8628080920578456,7,616.665395140242
OGUSDT,0.059115109180180266,0.03285934335686469,0.32147802530487524,1.0,0.0,2,591.1510918018026
PUMPUSDT,0.056457507517893316,0.0198756333828341,0.47558870140169784,1.0,0.0,3,564.5750751789332
BARDUSDT,0.05270474536088591,0.22201650129556935,0.10595576487300995,0.5454545454545454,1.2645496202173643,11,527.0474536088591
ZKUSDT,0.044796800437351854,0.032422745088024923,0.27185641606093136,0.6666666666666666,2.3547909787555885,6,447.9680043735185
QNTUSDT,0.043099498998559145,0.008188810763234938,0.6663058393203177,1.0,0.0,1,430.9949899855914
CAKEUSDT,0.04059027614796063,0.0014901185021084266,0.3495664443369746,1.0,0.0,1,405.90276147960634
BOMEUSDT,0.03585864062264182,0.01913523745921484,0.4530036505547676,1.0,0.0,4,358.58640622641815
SUPERUSDT,0.03538126218053029,0.08679782352775677,0.09256276037478728,0.5333333333333333,1.2766253511496526,15,353.81262180530285
PROMUSDT,0.03532188906062533,0.03860060213201398,0.256808307542038,0.8,2.7341887346811755,5,353.21889060625335
WBETHUSDT,0.027380314624174184,0.022670453902842624,0.16595256027131372,0.6,1.8523035958520089,5,273.80314624174184
KSMUSDT,0.02557786929898294,0.010152562115722723,0.48015190325401286,1.0,0.0,2,255.77869298982938
BICOUSDT,0.024017575318679436,0.05904360133017429,0.10334640707059146,0.5,1.3660130242487563,10,240.17575318679437
EIGENUSDT,0.017464760010624025,0.03017448645628033,0.11099690156263094,0.6666666666666666,1.5863641647093827,6,174.64760010624025
SAGAUSDT,0.015398088152515334,0.06472993621089822,0.06082441756121384,0.8333333333333334,1.5850011866118232,6,153.98088152515334
ONDOUSDT,0.013735711528712363,0.011506489908571848,0.16685382296365758,1.0,0.0,2,137.35711528712363
